Neighborhood,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.neighborhood,location.postalCode,location.state,name,referralId,venuePage.id,Rating
Sunset,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,57f86c31498e3b62856a6b2d,,CA,Vancouver,Canada,,1802,"['Vancouver BC V5X 3T3', 'Canada']","[{'label': 'display', 'lat': 49.225271, 'lng': -123.090346}]",49.225271,-123.090346,,V5X 3T3,BC,Sushi Moon,v-1563626114,,-1
Sunset,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,549f8078498eec334669d5a3,6929 Victoria Drive,CA,Vancouver,Canada,,2164,"['6929 Victoria Drive', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.22149148656226, 'lng': -123.06601976511651}]",49.22149148656226,-123.06601976511651,,,BC,Katei Sushi,v-1563626114,,-1
Sunset,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4ae60c2bf964a52055a421e3,6428 Fraser St.,CA,Vancouver,Canada,,1909,"['6428 Fraser St.', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.22621884361669, 'lng': -123.09066592494484}]",49.22621884361669,-123.09066592494484,,,BC,Samurai Japanese Restaurant,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4abedbd3f964a5204d9020e3,315 E Broadway,CA,Vancouver,Canada,at Scotia St.,519,"['315 E Broadway (at Scotia St.)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.26297064086981, 'lng': -123.09872088057193}]",49.26297064086981,-123.09872088057193,Mt. Pleasant,,BC,Hime Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aa7e160f964a520d14d20e3,181 E 16th Ave.,CA,Vancouver,Canada,at Main St.,1217,"['181 E 16th Ave. (at Main St.)', 'Vancouver BC V5T 4R2', 'Canada']","[{'label': 'display', 'lat': 49.256629369817, 'lng': -123.10200352785085}]",49.256629369817,-123.10200352785085,,V5T 4R2,BC,Toshi Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aa7e590f964a520ec4d20e3,371 E Broadway,CA,Vancouver,Canada,Brunswick St,444,"['371 E Broadway (Brunswick St)', 'Vancouver BC V5T 1W5', 'Canada']","[{'label': 'display', 'lat': 49.26289746256272, 'lng': -123.09716862704346}]",49.26289746256272,-123.09716862704346,,V5T 1W5,BC,Sushiyama,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4aa80cc4f964a520fd4e20e3,220 Davie St,CA,Vancouver,Canada,btwn Mainland & Pacific Blvd,2297,"['220 Davie St (btwn Mainland & Pacific Blvd)', 'Vancouver BC V6B 5Z6', 'Canada']","[{'label': 'display', 'lat': 49.274721075528696, 'lng': -123.12182784459537}]",49.274721075528696,-123.12182784459537,,V6B 5Z6,BC,Sushi Maro Japanese Restaurant,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aae9cb7f964a5209b6220e3,101-1638 East Broadway,CA,Vancouver,Canada,Commercial Drive,1683,"['101-1638 East Broadway (Commercial Drive)', 'Vancouver BC V5N 1W1', 'Canada']","[{'label': 'display', 'lat': 49.26237772188581, 'lng': -123.07067797231643}]",49.26237772188581,-123.07067797231643,,V5N 1W1,BC,Broadway Station Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4bca1569b6c49c74c9b68f91,1284 Kingsway,CA,Vancouver,Canada,at Clark Dr.,1953,"['1284 Kingsway (at Clark Dr.)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.25128795544434, 'lng': -123.07839996478187}]",49.25128795544434,-123.07839996478187,,,BC,Sushi Bay Japanese Restaurant,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,537666fb498eaa8a564c63e4,1431 Commercial Dr,CA,Vancouver,Canada,btwn Kitchener & Grant,1813,"['1431 Commercial Dr (btwn Kitchener & Grant)', 'Vancouver BC V5L 3X8', 'Canada']","[{'label': 'display', 'lat': 49.27161071559217, 'lng': -123.06979372286578}]",49.27161071559217,-123.06979372286578,,V5L 3X8,BC,Hirado Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4b19cdb8f964a52073e423e3,4401 Main St.,CA,Vancouver,Canada,at E 28th Ave.,2314,"['4401 Main St. (at E 28th Ave.)', 'Vancouver BC V5V 3R2', 'Canada']","[{'label': 'display', 'lat': 49.245837, 'lng': -123.101362}]",49.245837,-123.101362,,V5V 3R2,BC,Dream Sushi Japanese Restaurant,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,51c2802d498eb03e2465777f,592 E Broadway,CA,Vancouver,Canada,at Carolina St,411,"['592 E Broadway (at Carolina St)', 'Vancouver BC V5T 1X4', 'Canada']","[{'label': 'display', 'lat': 49.262462908865075, 'lng': -123.0912656455236}]",49.262462908865075,-123.0912656455236,,V5T 1X4,BC,Sushi Loku,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aa7e504f964a520ea4d20e3,542 W Broadway,CA,Vancouver,Canada,btwn Cambie & Ash,1722,"['542 W Broadway (btwn Cambie & Ash)', 'Vancouver BC V5Z 1A1', 'Canada']","[{'label': 'display', 'lat': 49.26321888207962, 'lng': -123.11654626567334}]",49.26321888207962,-123.11654626567334,,V5Z 1A1,BC,Ro Sushi Japanese Bistro,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,534b1efb498ea14e2266bdc0,6 East 2nd Ave,CA,Vancouver,Canada,at Ontario St,897,"['6 East 2nd Ave (at Ontario St)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.269187685486884, 'lng': -123.1045103427388}]",49.269187685486884,-123.1045103427388,,,BC,Manna Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4b71d2caf964a520905e2de3,1016 Commercial Dr.,CA,Vancouver,Canada,at Parker St.,2020,"['1016 Commercial Dr. (at Parker St.)', 'Vancouver BC V5L 3W9', 'Canada']","[{'label': 'display', 'lat': 49.2754140004949, 'lng': -123.0694769416477}]",49.2754140004949,-123.0694769416477,,V5L 3W9,BC,Britannia Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4c34ec1b213c2d7fd250395d,150-2775 Laurel St.,CA,Vancouver,Canada,at W 12th Ave.,2434,"['150-2775 Laurel St. (at W 12th Ave.)', 'Vancouver BC V5Z', 'Canada']","[{'label': 'display', 'lat': 49.260847, 'lng': -123.12579}]",49.260847,-123.12579,,V5Z,BC,Bento Nouveau Sushi Bar,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,50982adee4b0cb1b3389815d,388 W Broadway,CA,Vancouver,Canada,at Yukon St.,1438,"['388 W Broadway (at Yukon St.)', 'Vancouver BC V5Y 1R2', 'Canada']","[{'label': 'display', 'lat': 49.26310882907362, 'lng': -123.11251831875697}]",49.26310882907362,-123.11251831875697,,V5Y 1R2,BC,Sushi California,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4f07a443e4b0945c6a24c158,,CA,,Canada,,501,['Canada'],"[{'label': 'display', 'lat': 49.26219292157346, 'lng': -123.09704719124859}]",49.26219292157346,-123.09704719124859,,,,tri sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,51c9fe7f498e1e088e856f26,,CA,Vancouver,Canada,,914,"['Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27358964691762, 'lng': -123.09777925850538}]",49.27358964691762,-123.09777925850538,,,BC,Sushi Zone,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,5a62b29f97cf5a4b8ccfc632,450 W 8th Ave,CA,Vancouver,Canada,,1499,"['450 W 8th Ave', 'Vancouver BC V5Y 1N9', 'Canada']","[{'label': 'display', 'lat': 49.263815, 'lng': -123.113589}]",49.263815,-123.113589,,V5Y 1N9,BC,Uma Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,53b74121498ebfb1ade5b1cd,2068 Commercial Drive,CA,Vancouver,Canada,,1714,"['2068 Commercial Drive', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.26639564652979, 'lng': -123.06960441029194}]",49.26639564652979,-123.06960441029194,,,BC,Sushi Ville,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,504a65e6e4b02e54386f4fd7,1150 Station Street,CA,Vancouver,Canada,,1301,"['1150 Station Street', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.277469635009766, 'lng': -123.09610748291016}]",49.277469635009766,-123.09610748291016,,,BC,sushi zone,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,5bbd204b1c0b34002c24ce61,,CA,Vancouver,Canada,,891,"['Vancouver BC V6A 4C7', 'Canada']","[{'label': 'display', 'lat': 49.273335, 'lng': -123.09789}]",49.273335,-123.09789,Strathcona,V6A 4C7,BC,Lucky Osaka Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,5047a644e4b0eb12ab776f1b,609 Abbott St.,CA,Vancouver,Canada,at Keefer Pl.,1827,"['609 Abbott St. (at Keefer Pl.)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27939122082623, 'lng': -123.10760820320783}]",49.27939122082623,-123.10760820320783,,,BC,Sushi Den,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4dfe52e6b0fb709b61e36ce6,2054 Commercial Drive,CA,Vancouver,Canada,4th Ave. East,1719,"['2054 Commercial Drive (4th Ave. East)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.266744689917445, 'lng': -123.06955929814673}]",49.266744689917445,-123.06955929814673,,,BC,Kishimoto Japanese Kitchen & Sushi Bar,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4b073223f964a5205ff922e3,409 W Broadway,CA,Vancouver,Canada,at Yukon St.,1487,"['409 W Broadway (at Yukon St.)', 'Vancouver BC V5Y 1R4', 'Canada']","[{'label': 'display', 'lat': 49.26326930522919, 'lng': -123.11325967311859}]",49.26326930522919,-123.11325967311859,,V5Y 1R4,BC,Sushi Boy,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aaabe01f964a5202b5720e3,909 Expo Blvd.,CA,Vancouver,Canada,at Smithe St,1909,"['909 Expo Blvd. (at Smithe St)', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.27557138170163, 'lng': -123.11494473024044}]",49.27557138170163,-123.11494473024044,,V6Z,BC,Fresh Sushi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,583fa023d25ded6685a2353d,3710 Main Street,CA,Vancouver,Canada,,1661,"['3710 Main Street', 'Vancouver BC V5V 3N7', 'Canada']","[{'label': 'display', 'lat': 49.251842, 'lng': -123.100733}]",49.251842,-123.100733,,V5V 3N7,BC,Sushi Main,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,5b5b7a8e8c35dc002cfcc1c9,1861 Commercial Dr,CA,Vancouver,Canada,3rd ave,1714,"['1861 Commercial Dr (3rd ave)', 'Vancouver BC V5N 4A6', 'Canada']","[{'label': 'display', 'lat': 49.26808, 'lng': -123.069824}]",49.26808,-123.069824,Grandview-Woodland,V5N 4A6,BC,Sushi Ninja,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,59e7b3aa829b0c7a27fb9785,,CA,Vancouver,Canada,,1788,"['Vancouver BC V5Z 3X7', 'Canada']","[{'label': 'display', 'lat': 49.260894, 'lng': -123.116577}]",49.260894,-123.116577,,V5Z 3X7,BC,Sushi Tomi,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d112941735', 'name': 'Juice Bar', 'pluralName': 'Juice Bars', 'shortName': 'Juice Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}, 'primary': True}]",False,5251cce211d2f5e55e41abf4,764 Manitoba St,CA,Vancouver,Canada,2nd Ave,1051,"['764 Manitoba St (2nd Ave)', 'Vancouver BC V5Y 0H1', 'Canada']","[{'label': 'display', 'lat': 49.26956670717841, 'lng': -123.10656757711611}]",49.26956670717841,-123.10656757711611,,V5Y 0H1,BC,Aqua Sushi + Juice Bar,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,5212c5b311d2afdbdc2555ac,,CA,Vancouver,Canada,,1883,"['Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.281446710076004, 'lng': -123.10356345931301}]",49.281446710076004,-123.10356345931301,,,BC,Sushi Library,v-1563626114,,-1
Mount Pleasant,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,5457ed84498ec5170a526eaf,3488 Cambie St,CA,Vancouver,Canada,,2058,"['3488 Cambie St', 'Vancouver BC V5Z 2W8', 'Canada']","[{'label': 'display', 'lat': 49.25415385963171, 'lng': -123.11504179633584}]",49.25415385963171,-123.11504179633584,,V5Z 2W8,BC,Sushi 7,v-1563626114,,-1
Riley Park,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4b19cdb8f964a52073e423e3,4401 Main St.,CA,Vancouver,Canada,at E 28th Ave.,1147,"['4401 Main St. (at E 28th Ave.)', 'Vancouver BC V5V 3R2', 'Canada']","[{'label': 'display', 'lat': 49.245837, 'lng': -123.101362}]",49.245837,-123.101362,,V5V 3R2,BC,Dream Sushi Japanese Restaurant,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4aa7e160f964a520d14d20e3,181 E 16th Ave.,CA,Vancouver,Canada,at Main St.,1930,"['181 E 16th Ave. (at Main St.)', 'Vancouver BC V5T 4R2', 'Canada']","[{'label': 'display', 'lat': 49.256629369817, 'lng': -123.10200352785085}]",49.256629369817,-123.10200352785085,,V5T 4R2,BC,Toshi Sushi,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4adfc9c9f964a520717d21e3,3720 Oak St.,CA,Vancouver,Canada,at W 21st Ave.,1441,"['3720 Oak St. (at W 21st Ave.)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.25243381619314, 'lng': -123.12738479979316}]",49.25243381619314,-123.12738479979316,,,BC,Goma Sushi,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,54519856498e17c9f16771ef,4855 Main Street,CA,Vancouver,Canada,,1030,"['4855 Main Street', 'Vancouver BC V5V 3R9', 'Canada']","[{'label': 'display', 'lat': 49.24123968497455, 'lng': -123.10177573835661}]",49.24123968497455,-123.10177573835661,,V5V 3R9,BC,Sushi Hub,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,5caa8ff83c858d0039e4c200,4018 Cambie St,CA,Vancouver,Canada,,894,"['4018 Cambie St', 'Vancouver BC V5Z', 'Canada']","[{'label': 'display', 'lat': 49.249881, 'lng': -123.11522}]",49.249881,-123.11522,,V5Z,BC,Tonton Sushi,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,50a2d12be4b07d69fb6bf07f,960 West King Edward Ave.,CA,Vancouver,Canada,,1028,"['960 West King Edward Ave.', 'Vancouver BC V5Z 2E2', 'Canada']","[{'label': 'display', 'lat': 49.248559266878914, 'lng': -123.12567416747574}]",49.248559266878914,-123.12567416747574,South Cambie,V5Z 2E2,BC,Osaka Sushi,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4ba67189f964a520035339e3,423-650 W 41st Ave,CA,Vancouver,Canada,at Oakridge Centre,996,"['423-650 W 41st Ave (at Oakridge Centre)', 'Vancouver BC V5Z 2M9', 'Canada']","[{'label': 'display', 'lat': 49.23298156131314, 'lng': -123.11770479207854}]",49.23298156131314,-123.11770479207854,,V5Z 2M9,BC,Togo Sushi,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,5644110e498e27e752b4e57a,4018 Cambie St,CA,Vancouver,Canada,King Edward,897,"['4018 Cambie St (King Edward)', 'Vancouver BC V5Y 2H5', 'Canada']","[{'label': 'display', 'lat': 49.24990510945179, 'lng': -123.11528955885872}]",49.24990510945179,-123.11528955885872,,V5Y 2H5,BC,Sushi Aria,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,5457ed84498ec5170a526eaf,3488 Cambie St,CA,Vancouver,Canada,,1370,"['3488 Cambie St', 'Vancouver BC V5Z 2W8', 'Canada']","[{'label': 'display', 'lat': 49.25415385963171, 'lng': -123.11504179633584}]",49.25415385963171,-123.11504179633584,,V5Z 2W8,BC,Sushi 7,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,4ac003e0f964a520769320e3,5888 Cambie St.,CA,Vancouver,Canada,at W. 43rd Ave.,1109,"['5888 Cambie St. (at W. 43rd Ave.)', 'Vancouver BC V5Z 3A8', 'Canada']","[{'label': 'display', 'lat': 49.23189151583755, 'lng': -123.11597429281706}]",49.23189151583755,-123.11597429281706,,V5Z 3A8,BC,Samurai Sushi House,v-1563626115,,-1
Riley Park,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",False,51f1caa5e4b0e079471af811,6485 Oak St,CA,Vancouver,Canada,at W 49th Ave,1916,"['6485 Oak St (at W 49th Ave)', 'Vancouver BC V6M 2W7', 'Canada']","[{'label': 'display', 'lat': 49.226806836751095, 'lng': -123.12873761134858}]",49.226806836751095,-123.12873761134858,,V6M 2W7,BC,Sushi Mura,v-1563626115,,-1
