Neighborhood,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.postalCode,location.state,name,referralId,venuePage.id,Rating
Downtown,"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",False,4f440db1e4b08c6c29a33de6,Princess,CA,Vancouver,Canada,Union,1978,"['Princess (Union)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27750737720035, 'lng': -123.09166467497332}]",49.27750737720035,-123.09166467497332,,BC,Benny's italian,v-1563626115,,-1.0
Downtown,"[{'id': '4bf58dd8d48988d1f8941735', 'name': 'Furniture / Home Store', 'pluralName': 'Furniture / Home Stores', 'shortName': 'Furniture / Home', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}, 'primary': True}]",False,4d40d2caadb6236ad41a8c40,1028 Mainland Street,CA,Vancouver,Canada,,638,"['1028 Mainland Street', 'Vancouver BC V6b2t4', 'Canada']","[{'label': 'display', 'lat': 49.27595330095783, 'lng': -123.11970382883372}]",49.27595330095783,-123.11970382883372,V6b2t4,BC,Italinteriors,v-1563626115,,-1.0
Downtown,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5b02328946e1b6002c256b1d,,CA,Vancouver,Canada,,1122,"['Vancouver BC V6E 1Z8', 'Canada']","[{'label': 'display', 'lat': 49.281479, 'lng': -123.133641}]",49.281479,-123.133641,V6E 1Z8,BC,The Italians,v-1563626115,,-1.0
Downtown,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa82da4f964a520db4f20e3,1136 Robson St,CA,Vancouver,Canada,btwn Bute and Thurlow,684,"['1136 Robson St (btwn Bute and Thurlow)', 'Vancouver BC V6E 1B2', 'Canada']","[{'label': 'display', 'lat': 49.285251035768425, 'lng': -123.12576475717985}]",49.285251035768425,-123.12576475717985,V6E 1B2,BC,Zefferelli's Spaghetti Joint,v-1563626115,,7.6
Downtown,"[{'id': '4bf58dd8d48988d130941735', 'name': 'Building', 'pluralName': 'Buildings', 'shortName': 'Building', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,4f1630ebe4b09e58a5c643ca,500 - 510 W Hastings,CA,Vancouver,Canada,,589,"['500 - 510 W Hastings', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.278558767573905, 'lng': -123.11154281061908}]",49.278558767573905,-123.11154281061908,,BC,Istituto Italiano di Cultura,v-1563626115,,-1.0
Downtown,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d02ea3a28926ea81da162c2,656 West Broadway,CA,Vancouver,Canada,,2033,"['656 West Broadway', 'Vancouver BC V5Z 1G1', 'Canada']","[{'label': 'display', 'lat': 49.263337, 'lng': -123.118587}]",49.263337,-123.118587,V5Z 1G1,BC,Via Veneto Ristorante Italiano,v-1563626115,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa8661bf964a5201f5120e3,1850 W 4th Ave,CA,Vancouver,Canada,btwn Burrard & Cypress St,565,"['1850 W 4th Ave (btwn Burrard & Cypress St)', 'Vancouver BC V6J 1M3', 'Canada']","[{'label': 'display', 'lat': 49.26801508570274, 'lng': -123.14664995865456}]",49.26801508570274,-123.14664995865456,V6J 1M3,BC,Trattoria Italian Kitchen,v-1563626116,,7.4
Kitsilano,"[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",False,4fa47b23e4b0ac15cf08616f,1520 Yew St.,CA,Vancouver,Canada,at Cornwall Ave.,209,"['1520 Yew St. (at Cornwall Ave.)', 'Vancouver BC V6K 3E4', 'Canada']","[{'label': 'display', 'lat': 49.272212737264596, 'lng': -123.15507668090851}]",49.272212737264596,-123.15507668090851,V6K 3E4,BC,Paradiso Italian Gelato,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4ee191b19adf48bc1940572f,3162 West Broadway,CA,Vancouver,Canada,east of Trutch St.,1849,"['3162 West Broadway (east of Trutch St.)', 'Vancouver BC V6K 2H3', 'Canada']","[{'label': 'display', 'lat': 49.26409823525829, 'lng': -123.17539668613666}]",49.26409823525829,-123.17539668613666,V6K 2H3,BC,Italian Garden,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4aa92e4df964a520525220e3,126 Davie St.,CA,Vancouver,Canada,btwn Pacific Blvd. & Marinaside Crescent,2299,"['126 Davie St. (btwn Pacific Blvd. & Marinaside Crescent)', 'Vancouver BC V6Z 2Y1', 'Canada']","[{'label': 'display', 'lat': 49.27360431864816, 'lng': -123.12102746915714}]",49.27360431864816,-123.12102746915714,V6Z 2Y1,BC,Sciué Italian Bakery Caffé,v-1563626116,,7.7
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4bc54d1a0a30d13a70f0599c,1629 Yew St,CA,Vancouver,Canada,btw W. 1st Ave & York Ave,192,"['1629 Yew St (btw W. 1st Ave & York Ave)', 'Vancouver BC V6K 3E6', 'Canada']","[{'label': 'display', 'lat': 49.27122083560716, 'lng': -123.15513968467712}]",49.27122083560716,-123.15513968467712,V6K 3E6,BC,Piatzo Fine Italian Restaurant,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5c9bfdcebed483002cd08417,Davie st,CA,Vancouver,Canada,Burrard st,1867,"['Davie st (Burrard st)', 'Vancouver BC V6E 1M5', 'Canada']","[{'label': 'display', 'lat': 49.279922, 'lng': -123.13038}]",49.279922,-123.13038,V6E 1M5,BC,Italian Tomato,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,559600b4498e844b2067daab,3162 West Broadway,CA,Vancouver,Canada,,1497,"['3162 West Broadway', 'Vancouver BC V6R 4R2', 'Canada']","[{'label': 'display', 'lat': 49.26233824128192, 'lng': -123.16778976357483}]",49.26233824128192,-123.16778976357483,V6R 4R2,BC,Italian Garden,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,55957fcf498e8f669894ca53,1015 Burrard Street,CA,Vancouver,Canada,Comox Street,2150,"['1015 Burrard Street (Comox Street)', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.28085258399596, 'lng': -123.1267084816111}]",49.28085258399596,-123.1267084816111,V6Z,BC,C-Prime Modern Italian Steak & Wine,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}]",False,51ef1e24498e4597786fbad8,,CA,,Canada,,1603,['Canada'],"[{'label': 'display', 'lat': 49.28448, 'lng': -123.143374}]",49.28448,-123.143374,,,Gratta d' Oro Italian Shaved Ice,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4aaad3acf964a520965720e3,2959 W 4th Ave.,CA,Vancouver,Canada,at Bayswater St.,1380,"['2959 W 4th Ave. (at Bayswater St.)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.26846732659887, 'lng': -123.1709854918962}]",49.26846732659887,-123.1709854918962,,BC,Zucchero Italian Cafe,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,1687,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d102951735', 'name': 'Accessories Store', 'pluralName': 'Accessories Stores', 'shortName': 'Accessories', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_', 'suffix': '.png'}, 'primary': True}]",False,514a501b72da1638f190ad89,1204 Seymour Street,CA,Vancouver,Canada,Seymour Street at Davie,2047,"['1204 Seymour Street (Seymour Street at Davie)', 'Vancouver British Colombia V6B 2G4', 'Canada']","[{'label': 'display', 'lat': 49.276316821041135, 'lng': -123.1253457069397}]",49.276316821041135,-123.1253457069397,V6B 2G4,British Colombia,Pelle Italian Leather,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5653e329498e22f9d5e35dac,1725 Davie Street,CA,Vancouver,Canada,,1893,"['1725 Davie Street', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28658293766292, 'lng': -123.14084706586299}]",49.28658293766292,-123.14084706586299,,BC,Grotto Italian,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5b02328946e1b6002c256b1d,,CA,Vancouver,Canada,,1773,"['Vancouver BC V6E 1Z8', 'Canada']","[{'label': 'display', 'lat': 49.281479, 'lng': -123.133641}]",49.281479,-123.133641,V6E 1Z8,BC,The Italians,v-1563626116,,-1.0
Kitsilano,"[{'id': '4bf58dd8d48988d1f8941735', 'name': 'Furniture / Home Store', 'pluralName': 'Furniture / Home Stores', 'shortName': 'Furniture / Home', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}, 'primary': True}]",False,4d40d2caadb6236ad41a8c40,1028 Mainland Street,CA,Vancouver,Canada,,2436,"['1028 Mainland Street', 'Vancouver BC V6b2t4', 'Canada']","[{'label': 'display', 'lat': 49.27595330095783, 'lng': -123.11970382883372}]",49.27595330095783,-123.11970382883372,V6b2t4,BC,Italinteriors,v-1563626116,,-1.0
Arbutus-Ridge,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,559600b4498e844b2067daab,3162 West Broadway,CA,Vancouver,Canada,,2316,"['3162 West Broadway', 'Vancouver BC V6R 4R2', 'Canada']","[{'label': 'display', 'lat': 49.26233824128192, 'lng': -123.16778976357483}]",49.26233824128192,-123.16778976357483,V6R 4R2,BC,Italian Garden,v-1563626117,,-1.0
Arbutus-Ridge,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,2014,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626117,,-1.0
Marpole,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4b2714def964a520a78424e3,8380 Bridgeport Road,CA,Richmond,Canada,,1264,"['8380 Bridgeport Road', 'Richmond BC V6X 3C7', 'Canada']","[{'label': 'display', 'lat': 49.191640347641716, 'lng': -123.13101900646329}]",49.191640347641716,-123.13101900646329,V6X 3C7,BC,Italian Tomato,v-1563626118,,-1.0
Shaughnessy,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,559600b4498e844b2067daab,3162 West Broadway,CA,Vancouver,Canada,,2385,"['3162 West Broadway', 'Vancouver BC V6R 4R2', 'Canada']","[{'label': 'display', 'lat': 49.26233824128192, 'lng': -123.16778976357483}]",49.26233824128192,-123.16778976357483,V6R 4R2,BC,Italian Garden,v-1563626119,,-1.0
Shaughnessy,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,1565,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626119,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4aa92e4df964a520525220e3,126 Davie St.,CA,Vancouver,Canada,btwn Pacific Blvd. & Marinaside Crescent,1669,"['126 Davie St. (btwn Pacific Blvd. & Marinaside Crescent)', 'Vancouver BC V6Z 2Y1', 'Canada']","[{'label': 'display', 'lat': 49.27360431864816, 'lng': -123.12102746915714}]",49.27360431864816,-123.12102746915714,V6Z 2Y1,BC,Sciué Italian Bakery Caffé,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa8661bf964a5201f5120e3,1850 W 4th Ave,CA,Vancouver,Canada,btwn Burrard & Cypress St,889,"['1850 W 4th Ave (btwn Burrard & Cypress St)', 'Vancouver BC V6J 1M3', 'Canada']","[{'label': 'display', 'lat': 49.26801508570274, 'lng': -123.14664995865456}]",49.26801508570274,-123.14664995865456,V6J 1M3,BC,Trattoria Italian Kitchen,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5c9bfdcebed483002cd08417,Davie st,CA,Vancouver,Canada,Burrard st,1953,"['Davie st (Burrard st)', 'Vancouver BC V6E 1M5', 'Canada']","[{'label': 'display', 'lat': 49.279922, 'lng': -123.13038}]",49.279922,-123.13038,V6E 1M5,BC,Italian Tomato,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,461,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,55957fcf498e8f669894ca53,1015 Burrard Street,CA,Vancouver,Canada,Comox Street,2134,"['1015 Burrard Street (Comox Street)', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.28085258399596, 'lng': -123.1267084816111}]",49.28085258399596,-123.1267084816111,V6Z,BC,C-Prime Modern Italian Steak & Wine,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",False,4fa47b23e4b0ac15cf08616f,1520 Yew St.,CA,Vancouver,Canada,at Cornwall Ave.,1658,"['1520 Yew St. (at Cornwall Ave.)', 'Vancouver BC V6K 3E4', 'Canada']","[{'label': 'display', 'lat': 49.272212737264596, 'lng': -123.15507668090851}]",49.272212737264596,-123.15507668090851,V6K 3E4,BC,Paradiso Italian Gelato,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,559600b4498e844b2067daab,3162 West Broadway,CA,Vancouver,Canada,,2223,"['3162 West Broadway', 'Vancouver BC V6R 4R2', 'Canada']","[{'label': 'display', 'lat': 49.26233824128192, 'lng': -123.16778976357483}]",49.26233824128192,-123.16778976357483,V6R 4R2,BC,Italian Garden,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4bc54d1a0a30d13a70f0599c,1629 Yew St,CA,Vancouver,Canada,btw W. 1st Ave & York Ave,1596,"['1629 Yew St (btw W. 1st Ave & York Ave)', 'Vancouver BC V6K 3E6', 'Canada']","[{'label': 'display', 'lat': 49.27122083560716, 'lng': -123.15513968467712}]",49.27122083560716,-123.15513968467712,V6K 3E6,BC,Piatzo Fine Italian Restaurant,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d102951735', 'name': 'Accessories Store', 'pluralName': 'Accessories Stores', 'shortName': 'Accessories', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_', 'suffix': '.png'}, 'primary': True}]",False,514a501b72da1638f190ad89,1204 Seymour Street,CA,Vancouver,Canada,Seymour Street at Davie,1719,"['1204 Seymour Street (Seymour Street at Davie)', 'Vancouver British Colombia V6B 2G4', 'Canada']","[{'label': 'display', 'lat': 49.276316821041135, 'lng': -123.1253457069397}]",49.276316821041135,-123.1253457069397,V6B 2G4,British Colombia,Pelle Italian Leather,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d1f8941735', 'name': 'Furniture / Home Store', 'pluralName': 'Furniture / Home Stores', 'shortName': 'Furniture / Home', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}, 'primary': True}]",False,4d40d2caadb6236ad41a8c40,1028 Mainland Street,CA,Vancouver,Canada,,1926,"['1028 Mainland Street', 'Vancouver BC V6b2t4', 'Canada']","[{'label': 'display', 'lat': 49.27595330095783, 'lng': -123.11970382883372}]",49.27595330095783,-123.11970382883372,V6b2t4,BC,Italinteriors,v-1563626120,,-1.0
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d02ea3a28926ea81da162c2,656 West Broadway,CA,Vancouver,Canada,,1352,"['656 West Broadway', 'Vancouver BC V5Z 1G1', 'Canada']","[{'label': 'display', 'lat': 49.263337, 'lng': -123.118587}]",49.263337,-123.118587,V5Z 1G1,BC,Via Veneto Ristorante Italiano,v-1563626120,,-1.0
South Cambie,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,2448,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626120,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4dbf5ef81e72dd48b1f1a22c,765 Beatty Street,CA,Vancouver,Canada,btw Robson and Georgia,1997,"['765 Beatty Street (btw Robson and Georgia)', 'Vancouver BC V6B 2M4', 'Canada']","[{'label': 'display', 'lat': 49.27805152154088, 'lng': -123.11325794229262}]",49.27805152154088,-123.11325794229262,V6B 2M4,BC,Frankies Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa7d4e7f964a520724d20e3,1037 Alberni St.,CA,Vancouver,Canada,btwn Burrard & Thurlow,1220,"['1037 Alberni St. (btwn Burrard & Thurlow)', 'Vancouver BC V6E 1A1', 'Canada']","[{'label': 'display', 'lat': 49.28442495040121, 'lng': -123.12218875251006}]",49.28442495040121,-123.12218875251006,V6E 1A1,BC,Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4aa92e4df964a520525220e3,126 Davie St.,CA,Vancouver,Canada,btwn Pacific Blvd. & Marinaside Crescent,1774,"['126 Davie St. (btwn Pacific Blvd. & Marinaside Crescent)', 'Vancouver BC V6Z 2Y1', 'Canada']","[{'label': 'display', 'lat': 49.27360431864816, 'lng': -123.12102746915714}]",49.27360431864816,-123.12102746915714,V6Z 2Y1,BC,Sciué Italian Bakery Caffé,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5c9bfdcebed483002cd08417,Davie st,CA,Vancouver,Canada,Burrard st,799,"['Davie st (Burrard st)', 'Vancouver BC V6E 1M5', 'Canada']","[{'label': 'display', 'lat': 49.279922, 'lng': -123.13038}]",49.279922,-123.13038,V6E 1M5,BC,Italian Tomato,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,50feceb2e4b02b4f6a0d0cb2,885 West Georgia,CA,Vancouver,Canada,Hornby,1396,"['885 West Georgia (Hornby)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28375315195239, 'lng': -123.11978217422548}]",49.28375315195239,-123.11978217422548,,BC,Sciue Italian Bakery Cafe,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5a0cf72a3d479150f4bf65ba,860 Burrard St,CA,Vancouver,Canada,,1134,"['860 Burrard St', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.28281086641633, 'lng': -123.12355244527359}]",49.28281086641633,-123.12355244527359,V6Z,BC,Italian Kitchen,v-1563626121,,-1.0
